Species;FAO;Mod;RCP;Year;Month;AreaBefore;AreaAfter
Abborre;FPE;MPI-ESM-LR;rcp45;2006;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2006;4;49,88665;16,00181
Abborre;FPE;MPI-ESM-LR;rcp45;2006;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp45;2006;6;49,88664;7,129647
Abborre;FPE;MPI-ESM-LR;rcp45;2006;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2006;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2006;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2006;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp85;2006;6;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2006;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2006;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2006;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2006;5;49,88664;47,2441
Abborre;FPE;EC-EARTH;rcp45;2006;6;49,88664;11,6957
Abborre;FPE;EC-EARTH;rcp45;2006;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2006;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2006;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2006;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp85;2006;6;49,88664;9,83115
Abborre;FPE;EC-EARTH;rcp85;2006;7;49,88664;2,312244
Abborre;FPE;IPSL-CM5A-MR;rcp45;2006;3;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2006;4;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2006;5;49,88664;49,88664
Abborre;FPE;IPSL-CM5A-MR;rcp45;2006;6;49,88664;1,862701
Abborre;FPE;IPSL-CM5A-MR;rcp45;2006;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2006;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2006;4;49,88664;2,180876
Abborre;FPE;HadGEM2-ES;rcp45;2006;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp45;2006;6;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2006;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2006;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2006;4;49,88664;24,03205
Abborre;FPE;HadGEM2-ES;rcp85;2006;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp85;2006;6;49,88664;0,064285
Abborre;FPE;HadGEM2-ES;rcp85;2006;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2007;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2007;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2007;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp45;2007;6;49,88664;2,953962
Abborre;FPE;MPI-ESM-LR;rcp45;2007;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2007;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2007;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2007;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp85;2007;6;49,88664;4,944836
Abborre;FPE;MPI-ESM-LR;rcp85;2007;7;49,88664;3,597171
Abborre;FPE;EC-EARTH;rcp45;2007;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2007;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2007;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp45;2007;6;49,88664;8,155242
Abborre;FPE;EC-EARTH;rcp45;2007;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2007;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2007;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2007;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp85;2007;6;49,88664;8,3495
Abborre;FPE;EC-EARTH;rcp85;2007;7;49,88664;2,826167
Abborre;FPE;IPSL-CM5A-MR;rcp45;2007;3;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2007;4;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2007;5;49,88664;49,88664
Abborre;FPE;IPSL-CM5A-MR;rcp45;2007;6;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2007;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2007;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2007;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2007;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp45;2007;6;49,88664;0,188856
Abborre;FPE;HadGEM2-ES;rcp45;2007;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2007;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2007;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2007;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp85;2007;6;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2007;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2008;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2008;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2008;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp45;2008;6;49,88664;9,702639
Abborre;FPE;MPI-ESM-LR;rcp45;2008;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2008;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2008;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2008;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp85;2008;6;49,88664;7,710706
Abborre;FPE;MPI-ESM-LR;rcp85;2008;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2008;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2008;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2008;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp45;2008;6;49,88664;10,08817
Abborre;FPE;EC-EARTH;rcp45;2008;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2008;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2008;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2008;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp85;2008;6;49,88664;10,08038
Abborre;FPE;EC-EARTH;rcp85;2008;7;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2008;3;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2008;4;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2008;5;49,88664;49,88664
Abborre;FPE;IPSL-CM5A-MR;rcp45;2008;6;49,88664;5,139312
Abborre;FPE;IPSL-CM5A-MR;rcp45;2008;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2008;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2008;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2008;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp45;2008;6;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2008;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2008;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2008;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2008;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp85;2008;6;49,88664;6,037719
Abborre;FPE;HadGEM2-ES;rcp85;2008;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2010;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2010;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2010;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp45;2010;6;49,88664;3,274729
Abborre;FPE;MPI-ESM-LR;rcp45;2010;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2010;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2010;4;49,88664;21,50714
Abborre;FPE;MPI-ESM-LR;rcp85;2010;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp85;2010;6;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2010;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2010;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2010;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2010;5;49,88664;48,85138
Abborre;FPE;EC-EARTH;rcp45;2010;6;49,88664;9,767209
Abborre;FPE;EC-EARTH;rcp45;2010;7;49,88664;1,554238
Abborre;FPE;EC-EARTH;rcp85;2010;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2010;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2010;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp85;2010;6;49,88664;0,963528
Abborre;FPE;EC-EARTH;rcp85;2010;7;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2010;3;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2010;4;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2010;5;49,88664;49,88664
Abborre;FPE;IPSL-CM5A-MR;rcp45;2010;6;49,88664;9,378339
Abborre;FPE;IPSL-CM5A-MR;rcp45;2010;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2010;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2010;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2010;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp45;2010;6;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2010;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2010;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2010;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2010;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp85;2010;6;49,88664;0,770822
Abborre;FPE;HadGEM2-ES;rcp85;2010;7;49,88664;0,064285
Abborre;FPE;MPI-ESM-LR;rcp45;2011;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2011;4;49,88664;1,255656
Abborre;FPE;MPI-ESM-LR;rcp45;2011;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp45;2011;6;49,88664;0,064285
Abborre;FPE;MPI-ESM-LR;rcp45;2011;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2011;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2011;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2011;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp85;2011;6;49,88664;0,128528
Abborre;FPE;MPI-ESM-LR;rcp85;2011;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2011;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2011;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2011;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp45;2011;6;49,88664;7,065416
Abborre;FPE;EC-EARTH;rcp45;2011;7;49,88664;9,771296
Abborre;FPE;EC-EARTH;rcp85;2011;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2011;4;49,88664;21,05367
Abborre;FPE;EC-EARTH;rcp85;2011;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp85;2011;6;49,88664;2,376396
Abborre;FPE;EC-EARTH;rcp85;2011;7;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2011;3;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2011;4;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2011;5;49,88664;49,88664
Abborre;FPE;IPSL-CM5A-MR;rcp45;2011;6;49,88664;4,237611
Abborre;FPE;IPSL-CM5A-MR;rcp45;2011;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2011;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2011;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2011;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp45;2011;6;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2011;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2011;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2011;4;49,88664;0,130414
Abborre;FPE;HadGEM2-ES;rcp85;2011;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp85;2011;6;49,88664;1,156196
Abborre;FPE;HadGEM2-ES;rcp85;2011;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2012;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2012;4;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp45;2012;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp45;2012;6;49,88664;0,064285
Abborre;FPE;MPI-ESM-LR;rcp45;2012;7;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2012;3;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2012;4;49,88664;38,26335
Abborre;FPE;MPI-ESM-LR;rcp85;2012;5;49,88664;49,88664
Abborre;FPE;MPI-ESM-LR;rcp85;2012;6;49,88664;0
Abborre;FPE;MPI-ESM-LR;rcp85;2012;7;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2012;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2012;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp45;2012;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp45;2012;6;49,88664;15,54091
Abborre;FPE;EC-EARTH;rcp45;2012;7;49,88664;5,031941
Abborre;FPE;EC-EARTH;rcp85;2012;3;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2012;4;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2012;5;49,88664;49,88664
Abborre;FPE;EC-EARTH;rcp85;2012;6;49,88664;0
Abborre;FPE;EC-EARTH;rcp85;2012;7;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2012;3;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2012;4;49,88664;0
Abborre;FPE;IPSL-CM5A-MR;rcp45;2012;5;49,88664;49,88664
Abborre;FPE;IPSL-CM5A-MR;rcp45;2012;6;49,88664;0,064285
Abborre;FPE;IPSL-CM5A-MR;rcp45;2012;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2012;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2012;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp45;2012;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp45;2012;6;49,88664;3,338939
Abborre;FPE;HadGEM2-ES;rcp45;2012;7;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2012;3;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2012;4;49,88664;0
Abborre;FPE;HadGEM2-ES;rcp85;2012;5;49,88664;49,88664
Abborre;FPE;HadGEM2-ES;rcp85;2012;6;49,88664;5,010023
Abborre;FPE;HadGEM2-ES;rcp85;2012;7;49,88664;0
Gädda;FPI;MPI-ESM-LR;rcp45;2006;3;301,4163;416,5039
Gädda;FPI;MPI-ESM-LR;rcp45;2006;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2006;5;301,4163;264,5632
Gädda;FPI;MPI-ESM-LR;rcp45;2006;6;301,4163;93,63716
Gädda;FPI;MPI-ESM-LR;rcp85;2006;3;301,4163;295,8988
Gädda;FPI;MPI-ESM-LR;rcp85;2006;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2006;5;301,4163;299,8474
Gädda;FPI;MPI-ESM-LR;rcp85;2006;6;301,4163;0,056827
Gädda;FPI;EC-EARTH;rcp45;2006;3;301,4163;0
Gädda;FPI;EC-EARTH;rcp45;2006;4;301,4163;160,8823
Gädda;FPI;EC-EARTH;rcp45;2006;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp45;2006;6;301,4163;64,53969
Gädda;FPI;EC-EARTH;rcp85;2006;3;301,4163;109,6961
Gädda;FPI;EC-EARTH;rcp85;2006;4;301,4163;297,7642
Gädda;FPI;EC-EARTH;rcp85;2006;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp85;2006;6;301,4163;45,63194
Gädda;FPI;IPSL-CM5A-MR;rcp45;2006;3;301,4163;108,1654
Gädda;FPI;IPSL-CM5A-MR;rcp45;2006;4;301,4163;300,177
Gädda;FPI;IPSL-CM5A-MR;rcp45;2006;5;301,4163;301,4163
Gädda;FPI;IPSL-CM5A-MR;rcp45;2006;6;301,4163;3,452102
Gädda;FPI;HadGEM2-ES;rcp45;2006;3;301,4163;290,5599
Gädda;FPI;HadGEM2-ES;rcp45;2006;4;301,4163;300,8391
Gädda;FPI;HadGEM2-ES;rcp45;2006;5;301,4163;301,4163
Gädda;FPI;HadGEM2-ES;rcp45;2006;6;301,4163;0,517204
Gädda;FPI;HadGEM2-ES;rcp85;2006;3;301,4163;274,5373
Gädda;FPI;HadGEM2-ES;rcp85;2006;4;301,4163;300,8391
Gädda;FPI;HadGEM2-ES;rcp85;2006;5;301,4163;271,7801
Gädda;FPI;HadGEM2-ES;rcp85;2006;6;301,4163;0,517204
Gädda;FPI;MPI-ESM-LR;rcp45;2007;3;301,4163;0
Gädda;FPI;MPI-ESM-LR;rcp45;2007;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2007;5;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2007;6;301,4163;0,632751
Gädda;FPI;MPI-ESM-LR;rcp85;2007;3;301,4163;113,0093
Gädda;FPI;MPI-ESM-LR;rcp85;2007;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2007;5;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2007;6;301,4163;3,91774
Gädda;FPI;EC-EARTH;rcp45;2007;3;301,4163;0
Gädda;FPI;EC-EARTH;rcp45;2007;4;301,4163;299,9308
Gädda;FPI;EC-EARTH;rcp45;2007;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp45;2007;6;301,4163;6,956323
Gädda;FPI;EC-EARTH;rcp85;2007;3;301,4163;215,3381
Gädda;FPI;EC-EARTH;rcp85;2007;4;301,4163;294,7432
Gädda;FPI;EC-EARTH;rcp85;2007;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp85;2007;6;301,4163;41,59613
Gädda;FPI;IPSL-CM5A-MR;rcp45;2007;3;301,4163;117,2359
Gädda;FPI;IPSL-CM5A-MR;rcp45;2007;4;301,4163;297,7642
Gädda;FPI;IPSL-CM5A-MR;rcp45;2007;5;301,4163;301,4163
Gädda;FPI;IPSL-CM5A-MR;rcp45;2007;6;301,4163;0,170675
Gädda;FPI;HadGEM2-ES;rcp45;2007;3;301,4163;280,9056
Gädda;FPI;HadGEM2-ES;rcp45;2007;4;301,4163;296,8739
Gädda;FPI;HadGEM2-ES;rcp45;2007;5;301,4163;300,8391
Gädda;FPI;HadGEM2-ES;rcp45;2007;6;301,4163;0,517204
Gädda;FPI;HadGEM2-ES;rcp85;2007;3;301,4163;239,8897
Gädda;FPI;HadGEM2-ES;rcp85;2007;4;301,4163;300,3095
Gädda;FPI;HadGEM2-ES;rcp85;2007;5;301,4163;279,1348
Gädda;FPI;HadGEM2-ES;rcp85;2007;6;301,4163;0
Gädda;FPI;MPI-ESM-LR;rcp45;2008;3;301,4163;142
Gädda;FPI;MPI-ESM-LR;rcp45;2008;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2008;5;301,4163;289,8931
Gädda;FPI;MPI-ESM-LR;rcp45;2008;6;301,4163;65,61804
Gädda;FPI;MPI-ESM-LR;rcp85;2008;3;301,4163;124,7739
Gädda;FPI;MPI-ESM-LR;rcp85;2008;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2008;5;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2008;6;301,4163;2,720363
Gädda;FPI;EC-EARTH;rcp45;2008;3;301,4163;108,9339
Gädda;FPI;EC-EARTH;rcp45;2008;4;301,4163;300,8391
Gädda;FPI;EC-EARTH;rcp45;2008;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp45;2008;6;301,4163;108,1278
Gädda;FPI;EC-EARTH;rcp85;2008;3;301,4163;106,7733
Gädda;FPI;EC-EARTH;rcp85;2008;4;301,4163;300,3095
Gädda;FPI;EC-EARTH;rcp85;2008;5;301,4163;300,8391
Gädda;FPI;EC-EARTH;rcp85;2008;6;301,4163;19,61192
Gädda;FPI;IPSL-CM5A-MR;rcp45;2008;3;301,4163;259,6931
Gädda;FPI;IPSL-CM5A-MR;rcp45;2008;4;301,4163;300,3095
Gädda;FPI;IPSL-CM5A-MR;rcp45;2008;5;301,4163;301,4163
Gädda;FPI;IPSL-CM5A-MR;rcp45;2008;6;301,4163;47,86993
Gädda;FPI;HadGEM2-ES;rcp45;2008;3;301,4163;140,5453
Gädda;FPI;HadGEM2-ES;rcp45;2008;4;301,4163;300,9053
Gädda;FPI;HadGEM2-ES;rcp45;2008;5;301,4163;301,4163
Gädda;FPI;HadGEM2-ES;rcp45;2008;6;301,4163;0
Gädda;FPI;HadGEM2-ES;rcp85;2008;3;301,4163;229,7575
Gädda;FPI;HadGEM2-ES;rcp85;2008;4;301,4163;300,8391
Gädda;FPI;HadGEM2-ES;rcp85;2008;5;301,4163;298,3158
Gädda;FPI;HadGEM2-ES;rcp85;2008;6;301,4163;4,99952
Gädda;FPI;MPI-ESM-LR;rcp45;2010;3;301,4163;0
Gädda;FPI;MPI-ESM-LR;rcp45;2010;4;301,4163;195,8175
Gädda;FPI;MPI-ESM-LR;rcp45;2010;5;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2010;6;301,4163;8,562572
Gädda;FPI;MPI-ESM-LR;rcp85;2010;3;301,4163;254,8003
Gädda;FPI;MPI-ESM-LR;rcp85;2010;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2010;5;301,4163;282,8433
Gädda;FPI;MPI-ESM-LR;rcp85;2010;6;301,4163;0
Gädda;FPI;EC-EARTH;rcp45;2010;3;301,4163;0
Gädda;FPI;EC-EARTH;rcp45;2010;4;301,4163;271,8016
Gädda;FPI;EC-EARTH;rcp45;2010;5;301,4163;300,8391
Gädda;FPI;EC-EARTH;rcp45;2010;6;301,4163;83,26109
Gädda;FPI;EC-EARTH;rcp85;2010;3;301,4163;130,9322
Gädda;FPI;EC-EARTH;rcp85;2010;4;301,4163;300,3095
Gädda;FPI;EC-EARTH;rcp85;2010;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp85;2010;6;301,4163;0
Gädda;FPI;IPSL-CM5A-MR;rcp45;2010;3;301,4163;241,9394
Gädda;FPI;IPSL-CM5A-MR;rcp45;2010;4;301,4163;300,3095
Gädda;FPI;IPSL-CM5A-MR;rcp45;2010;5;301,4163;300,8391
Gädda;FPI;IPSL-CM5A-MR;rcp45;2010;6;301,4163;92,6117
Gädda;FPI;HadGEM2-ES;rcp45;2010;3;301,4163;164,7511
Gädda;FPI;HadGEM2-ES;rcp45;2010;4;301,4163;300,8391
Gädda;FPI;HadGEM2-ES;rcp45;2010;5;301,4163;273,9199
Gädda;FPI;HadGEM2-ES;rcp45;2010;6;301,4163;0
Gädda;FPI;HadGEM2-ES;rcp85;2010;3;301,4163;107,2677
Gädda;FPI;HadGEM2-ES;rcp85;2010;4;301,4163;300,8391
Gädda;FPI;HadGEM2-ES;rcp85;2010;5;301,4163;301,4163
Gädda;FPI;HadGEM2-ES;rcp85;2010;6;301,4163;0
Gädda;FPI;MPI-ESM-LR;rcp45;2011;3;301,4163;297,4515
Gädda;FPI;MPI-ESM-LR;rcp45;2011;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2011;5;301,4163;277,1986
Gädda;FPI;MPI-ESM-LR;rcp45;2011;6;301,4163;2,688272
Gädda;FPI;MPI-ESM-LR;rcp85;2011;3;301,4163;267,1763
Gädda;FPI;MPI-ESM-LR;rcp85;2011;4;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp85;2011;5;301,4163;271,0105
Gädda;FPI;MPI-ESM-LR;rcp85;2011;6;301,4163;0,568896
Gädda;FPI;EC-EARTH;rcp45;2011;3;301,4163;97,45324
Gädda;FPI;EC-EARTH;rcp45;2011;4;301,4163;289,743
Gädda;FPI;EC-EARTH;rcp45;2011;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp45;2011;6;301,4163;39,26973
Gädda;FPI;EC-EARTH;rcp85;2011;3;301,4163;253,8873
Gädda;FPI;EC-EARTH;rcp85;2011;4;301,4163;300,8391
Gädda;FPI;EC-EARTH;rcp85;2011;5;301,4163;280,9312
Gädda;FPI;EC-EARTH;rcp85;2011;6;301,4163;0,113719
Gädda;FPI;IPSL-CM5A-MR;rcp45;2011;3;301,4163;90,5089
Gädda;FPI;IPSL-CM5A-MR;rcp45;2011;4;301,4163;294,8756
Gädda;FPI;IPSL-CM5A-MR;rcp45;2011;5;301,4163;301,4163
Gädda;FPI;IPSL-CM5A-MR;rcp45;2011;6;301,4163;13,7148
Gädda;FPI;HadGEM2-ES;rcp45;2011;3;301,4163;124,7046
Gädda;FPI;HadGEM2-ES;rcp45;2011;4;301,4163;299,7983
Gädda;FPI;HadGEM2-ES;rcp45;2011;5;301,4163;269,6856
Gädda;FPI;HadGEM2-ES;rcp45;2011;6;301,4163;0
Gädda;FPI;HadGEM2-ES;rcp85;2011;3;301,4163;268,8129
Gädda;FPI;HadGEM2-ES;rcp85;2011;4;301,4163;298,0291
Gädda;FPI;HadGEM2-ES;rcp85;2011;5;301,4163;276,9146
Gädda;FPI;HadGEM2-ES;rcp85;2011;6;301,4163;0
Gädda;FPI;MPI-ESM-LR;rcp45;2012;3;301,4163;151,0566
Gädda;FPI;MPI-ESM-LR;rcp45;2012;4;301,4163;300,3095
Gädda;FPI;MPI-ESM-LR;rcp45;2012;5;301,4163;300,8391
Gädda;FPI;MPI-ESM-LR;rcp45;2012;6;301,4163;34,21655
Gädda;FPI;MPI-ESM-LR;rcp85;2012;3;301,4163;298,1615
Gädda;FPI;MPI-ESM-LR;rcp85;2012;4;301,4163;300,3095
Gädda;FPI;MPI-ESM-LR;rcp85;2012;5;301,4163;141,9078
Gädda;FPI;MPI-ESM-LR;rcp85;2012;6;301,4163;0
Gädda;FPI;EC-EARTH;rcp45;2012;3;301,4163;0
Gädda;FPI;EC-EARTH;rcp45;2012;4;301,4163;298,625
Gädda;FPI;EC-EARTH;rcp45;2012;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp45;2012;6;301,4163;139,495
Gädda;FPI;EC-EARTH;rcp85;2012;3;301,4163;209,2974
Gädda;FPI;EC-EARTH;rcp85;2012;4;301,4163;300,3095
Gädda;FPI;EC-EARTH;rcp85;2012;5;301,4163;301,4163
Gädda;FPI;EC-EARTH;rcp85;2012;6;301,4163;0
Gädda;FPI;IPSL-CM5A-MR;rcp45;2012;3;301,4163;135,1502
