Species;FAO;Stock;Mod;RCP;Year;Month;AreaBefore;AreaAfter;AreaAfter_Temp;AreaAfter_Sal;AreaAfter_O2
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2021;7;100287,5;34755,53;68114,08;100287,5;66855,62
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2021;8;100287,5;37242,84;71612,61;100287,5;65848,31
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;1;100287,5;63960,94;98968,13;100287,5;65343,2
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;2;100287,5;51142,25;85793,86;100287,5;65737,75
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;3;100287,5;38456,59;71192,56;100286,5;67333,11
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;4;100287,5;41715,4;77007,75;100287,5;64676,25
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;5;100287,5;51523,82;87497,64;100287,5;64251,41
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;6;100287,5;59440,15;95334,37;100284,4;64536,92
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;7;100287,5;61367,96;97988,08;100287,5;63732,98
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2021;8;100287,5;60499,06;96444,98;100287,5;64406,19
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;1;100287,5;63824,72;89004,28;99520,75;74935,82
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;2;100287,5;50026,77;75571,93;98354,99;74328,1
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;3;100287,5;38941,33;63824,82;99987,9;75332,7
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;4;100287,5;38076,83;62185,7;100127,9;76336,89
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;5;100287,5;42040,91;66202,45;100177,7;76155,89
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;6;100287,5;46188,61;70620,03;100214,8;75844,1
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;7;100287,5;48448,57;72845,93;100220,1;75883,83
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2021;8;100287,5;51572,31;76064,15;100227,5;75768,09
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;1;100287,5;57546,26;99252,5;100287,5;58642,47
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;2;100287,5;53710,68;96706,31;100287,5;57341,17
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;3;100287,5;52905,38;97094,11;100287,5;56121,05
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;4;100287,5;53262,5;98046,41;100287,5;55564,54
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;5;100287,5;53429,12;99265,24;100287,5;54502,4
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;6;100287,5;53877,54;99387,74;100287,5;54818,97
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;7;100287,5;50214,36;96965,42;100287,5;53522,3
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2021;8;100287,5;49223,01;94307,71;100287,5;54647,28
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;1;100287,5;56506,32;100067,4;100278;56742,09
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;2;100287,5;45265,46;88794,57;100287,5;56560,34
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;3;100287,5;32418,72;76175,3;100287,5;56671,47
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;4;100287,5;41014,14;82493,42;100287,5;58993,64
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;5;100287,5;49646,53;89240,37;100287,5;60811,56
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;6;100287,5;52948,65;93691,75;100286,5;59523,69
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;7;100287,5;52204,67;94690;100283,3;57706,6
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2021;8;100287,5;51188,71;94470,77;100283,3;56797,73
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;1;100287,5;103756,6;154174,4;159274,2;112495
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;2;100287,5;65361,76;96220,28;100287,5;69422,1
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;3;100287,5;63772,18;93857,73;100287,5;70483,3
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;4;100287,5;69963,9;99140,03;100287,5;71195,58
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;5;100287,5;69425,72;100136,4;100287,5;69604,68
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;6;100287,5;66815,11;99611,98;100287,5;67497,6
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;7;100287,5;62934,7;96751,18;100283,3;66420,16
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2022;8;100287,5;60111,05;96484,34;100285,4;63787,91
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;1;100287,5;57457,73;88955,41;100251,5;68561,26
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;2;100287,5;40394,49;72747,45;100272,7;67659,55
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;3;100287,5;36079,15;68939,65;100287,5;67172,35
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;4;100287,5;39275,24;71160,36;100274,8;68428,27
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;5;100287,5;44458,79;77854,38;100250,4;66889,5
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;6;100287,5;49115,28;83167,73;100279,1;66181,47
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;7;100287,5;53992,52;86765,47;100271,6;67372,47
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2022;8;100287,5;55151,3;88191,31;100272,7;67118,99
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;1;100287,5;59145,12;89175,17;100287,5;69145,71
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;2;100287,5;36095,53;67777,63;100287,5;66468,66
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;3;100287,5;27743,69;59370,46;100286,5;66591,05
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;4;100287,5;25591,71;58445,38;100279,1;65959,6
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;5;100287,5;27502,39;62806,16;100284,4;63710,56
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;6;100287,5;31084,92;68536,58;100287,5;61648,08
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;7;100287,5;30231,24;68199,23;100287,5;61126,34
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2022;8;100287,5;29938,41;68275,77;100287,5;60692,6
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;1;100287,5;57150,81;91262,19;100287,5;66135,1
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;2;100287,5;43190,67;75737,2;100287,5;67550,46
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;3;100287,5;33776,62;65357,48;100287,5;68402,23
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;4;100287,5;30164,13;63455,98;100287,5;66714,61
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;5;100287,5;32863,05;66287,39;100287,5;66561,38
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;6;100287,5;39500,45;74670,8;100287,5;64824,96
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;7;100287,5;42428,99;78555,71;100287,5;63886,08
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2022;8;100287,5;46078,54;81951,34;100287,5;64276,25
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;1;100287,5;68412,67;89629,82;98206,94;79744,58
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;2;100287,5;45655,08;66646,22;98148,37;79222,23
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;3;100287,5;39416,38;58727,76;97777,42;80821,02
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;4;100287,5;36455,16;55409,42;98615,82;81358,11
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;5;100287,5;33410,64;52975,07;98546,89;81051,58
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;6;100287,5;41329,01;60207,95;99741,13;81744,62
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;7;100287,5;43450,83;61920,06;99728,4;82444,95
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2022;8;100287,5;46130,44;63706,77;100032,4;83188,79
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;1;100287,5;48507,84;94292,9;100280,1;53819,99
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;2;100287,5;27841,14;72603,49;100287,5;55451,99
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;3;100287,5;28185,45;68520,97;100287,5;60127,28
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;4;100287,5;33352,56;70519,91;100287,5;63224,45
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;5;100287,5;49829,43;85254,77;100287,5;65061,56
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;6;100287,5;53397,47;90924,17;100287,5;62824,64
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;7;100287,5;50397,66;88707,11;100287,5;61936,13
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2022;8;100287,5;51569,41;90023,78;100287,5;61608,96
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;1;100287,5;55414,51;100157,6;100287,5;55558,95
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;2;100287,5;58247,82;98449,19;100287,5;60193,98
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;3;100287,5;54794,93;93053,13;100287,5;62273,48
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;4;100287,5;58358,26;97740,52;100280,1;61061,14
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;5;100287,5;59136,65;99748,56;100287,5;59723,44
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;6;100287,5;56346,54;99958,92;100287,5;56683,46
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;7;100287,5;51620,09;95902,85;100287,5;55939,23
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2022;8;100287,5;51670,97;96159,33;100287,5;55571,22
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;1;100287,5;96421,8;157027,3;159494,8;102148,6
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;2;100287,5;54963,28;95030,18;100287,5;60238,72
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;3;100287,5;50098,12;91878,74;100287,5;58652,23
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;4;100287,5;56281,29;97121,03;100287,5;59512,79
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;5;100287,5;57996;100011,2;100280,1;58309,95
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;6;100287,5;56857,46;99830,64;100286,5;57324,81
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;7;100287,5;54875,86;98112,43;100287,5;57034,33
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2023;8;100287,5;52031,62;95569,32;100287,5;56571,2
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;1;100287,5;61581,9;93376,39;100225,4;68051,79
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;2;100287,5;36299,1;71201,94;100186,2;65166,85
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;3;100287,5;30732,65;66966,62;100271,6;64092,96
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;4;100287,5;29064,73;64376,66;100245,6;65027,16
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;5;100287,5;37596,96;72542,06;100212,7;65474,56
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;6;100287,5;46603,74;81440,01;100244,1;65520,85
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;7;100287,5;45905,78;80264,9;100279,1;65886,42
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2023;8;100287,5;48260,32;81160,57;100279,1;67294,73
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;1;100287,5;63004,2;95036,21;100287,5;68515,6
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;2;100287,5;49714,88;82426,08;100287,5;68304,44
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;3;100287,5;42325,32;73689,61;100287,5;69289,28
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;4;100287,5;50093,55;83403,95;100287,5;67544,6
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;5;100287,5;53363,79;88841,06;100287,5;65184
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;6;100287,5;58347,3;94696,72;100287,5;64189,6
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;7;100287,5;58317,94;95503,17;100287,5;63270,66
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2023;8;100287,5;57154,22;93622,89;100287,5;63867,06
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;1;100287,5;57229,04;93251,05;100287,5;64198,28
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;2;100287,5;40420,28;74129,07;100287,5;66177,34
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;3;100287,5;29446,48;64860,94;100287,5;64538,47
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;4;100287,5;27810,65;61959,27;100287,5;65904,38
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;5;100287,5;31985,73;67031,33;100287,5;64927,97
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;6;100287,5;44097,18;79269,65;100286,5;65029,59
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;7;100287,5;49051,01;82981,28;100287,5;66336,82
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2023;8;100287,5;50968,74;83972,79;100287,5;66958,11
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;1;100287,5;72383,51;89200,13;97957,19;85344,02
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;2;100287,5;63631,14;78101,16;97362,72;86160,36
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;3;100287,5;55036,64;69865,36;99833,4;85537,67
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;4;100287,5;49307,46;64987,18;99505,9;84787,73
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;5;100287,5;63069,77;79692;98732,57;84322,39
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;6;100287,5;65530,45;84169,43;99556,82;82329,86
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;7;100287,5;69762,21;88693,42;99920,37;81767,67
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2023;8;100287,5;66700,98;87987,16;99982,6;79357,94
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;1;100287,5;59367,57;99989,66;100287,5;59671,01
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;2;100287,5;51129,96;94733,69;100287,5;56722,26
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;3;100287,5;49082,21;92132,11;100287,5;57295,16
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;4;100287,5;52688,76;95627,49;100287,5;57386,02
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;5;100287,5;53552,63;98144,19;100287,5;55669,6
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;6;100287,5;53782,52;99633,17;100287,5;54439,17
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;7;100287,5;53341,54;98703,39;100287,5;54913,78
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2023;8;100287,5;52582,21;95717,41;100287,5;57146,16
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;1;100287,5;53615,23;100259,4;100287,5;53668,33
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;2;100287,5;50412,53;97403,88;100287,5;53284,91
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;3;100287,5;45854,61;89480,28;100287,5;56746,33
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;4;100287,5;52021,3;94997,06;100274,8;57439,24
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;5;100287,5;55691,58;99690,22;100279,1;56347,4
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;6;100287,5;54974,82;99915,45;100287,5;55356,12
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;7;100287,5;52843,77;97601,24;100287,5;55490,83
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2023;8;100287,5;50043,91;95097,53;100287,5;54965,18
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;1;100287,5;91311,51;157262,6;159380,3;96952,23
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;2;100287,5;49321,26;91355,32;100287,5;58205,5
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;3;100287,5;42093,6;84332,79;100287,5;58016,95
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;4;100287,5;52805,37;94838,75;100287,5;58333,97
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;5;100287,5;58656,82;99593,18;100287,5;59367,23
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;6;100287,5;57911,37;99774,13;100287,5;58426,17
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;7;100287,5;56685,05;97884,83;100287,5;59067,75
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2024;8;100287,5;55996,32;97246,9;100286,5;59049,96
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;1;100287,5;66276,01;98095,49;100282,2;68366,78
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;2;100287,5;44145,01;77982,1;100287,5;66224,7
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;3;100287,5;36798,58;71100,32;100276,9;65949,82
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;4;100287,5;35790,17;68099,49;100285,4;67848,75
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;5;100287,5;38881,04;71148,9;100287,5;67935,61
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;6;100287,5;50633,24;81308,96;100287,5;69672,21
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;7;100287,5;54946,02;84109,01;100286,5;71175,46
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2024;8;100287,5;62783,54;92494,81;100279,1;70576,85
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;1;100287,5;62973,38;93299,23;100287,5;69927,2
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;2;100287,5;42690,6;71602,38;100287,5;70933,19
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;3;100287,5;31449,67;59316,78;100287,5;72104,33
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;4;100287,5;30150,26;57696,4;100287,5;72761,59
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;5;100287,5;25548,57;56434,53;100287,5;69422,46
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;6;100287,5;27819,4;59954,73;100287,5;67905,12
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;7;100287,5;33859;65155,58;100287,5;68398,11
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2024;8;100287,5;33015,84;64193,29;100287,5;68591,13
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;1;100287,5;66457,33;96730,64;100287,5;69886,91
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;2;100287,5;48085,63;77782,75;100287,5;70623,39
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;3;100287,5;44078,49;74313,39;100287,5;70300,75
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;4;100287,5;45308,89;76892;100287,5;68838,04
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;5;100287,5;50279,07;83193,33;100287,5;67564,75
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;6;100287,5;54590,23;90780,5;100287,5;64393,09
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;7;100287,5;53286,48;91484,01;100287,5;62353,47
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2024;8;100287,5;51801,26;92237,37;100287,5;59966,04
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;1;100287,5;78773,4;92244,65;98919,37;87076
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;2;100287,5;60778,97;72893,15;99814,31;88303,56
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;3;100287,5;49620,92;63187,98;99134,72;86885,34
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;4;100287,5;47099,16;61503,45;98768,56;86091,49
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;5;100287,5;49040,74;63013,26;99694,46;86425,1
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;6;100287,5;52360,9;66716,06;99987,9;86049,03
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;7;100287,5;54358,11;69552,85;100064,2;85193,27
Skarpsill;SPR;ALL;IPSL-CM5A-MR;rcp45;2024;8;100287,5;59999,18;75457,6;100063,2;84992,17
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;1;100287,5;52547,44;98382,55;100258,9;54455,75
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;2;100287,5;42812,04;86778,66;100264,2;56349,15
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;3;100287,5;41415,49;80779,55;100287,5;60881,39
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;4;100287,5;48998,4;87727,5;100284,4;61814,35
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;5;100287,5;56504,14;95680,33;100262,1;61408,21
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;6;100287,5;61109,76;98803,66;100251,5;62721,66
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;7;100287,5;59263,69;96622,92;100280,1;62906,25
Skarpsill;SPR;ALL;HadGEM2-ES;rcp45;2024;8;100287,5;53641,24;90883,79;100287,5;62675,81
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;1;100287,5;57641,88;100244,1;100287,5;57686,3
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;2;100287,5;58973,02;99898,1;100287,5;59391,62
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;3;100287,5;61320,67;99416,59;100287,5;62243,89
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;4;100287,5;63293,69;100077;100287,5;63518,71
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;5;100287,5;62676,31;100245,1;100287,5;62719,7
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;6;100287,5;59733,82;99776,25;100287,5;60246,54
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;7;100287,5;55759,87;98048,91;100287,5;57971,36
Skarpsill;SPR;ALL;HadGEM2-ES;rcp85;2024;8;100287,5;52639,21;94599,54;100287,5;58264,57
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;1;100287,5;99743,6;158001,5;159408,9;104669,7
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;2;100287,5;61795,48;99673,25;100287,5;62443,29
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;3;100287,5;52613,61;91238,34;100265,3;61747,7
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;4;100287,5;57455,39;97536,99;100267,4;60409,6
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;5;100287,5;56792,41;99028,69;100261,5;58195,59
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;6;100287,5;58004,57;99770,22;100273,8;58552,1
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;7;100287,5;56281,1;98739,4;100269,5;57819,85
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp45;2025;8;100287,5;53410,84;96081,09;100262,1;57569,69
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;1;100287,5;62209,01;90067,55;100287,5;72167,48
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;2;100287,5;41986,94;69774,75;100287,5;72392,12
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;3;100287,5;36073,07;65455,85;100284,4;70847,38
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;4;100287,5;35423,01;64925,16;100287,5;70836,31
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;5;100287,5;47621,99;77235,76;100250,9;70880,83
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;6;100287,5;50680,26;82012,18;100286,5;69048,63
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;7;100287,5;55144,56;85576,15;100286,5;69988,51
Skarpsill;SPR;ALL;MPI-ESM-LR;rcp85;2025;8;100287,5;59700,01;91660,97;100279,1;68500,36
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;1;100287,5;54225,45;82353,41;100287,5;72424,29
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;2;100287,5;40176,77;68758,58;100287,5;71508,95
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;3;100287,5;36712,39;64037,48;100287,5;72867,6
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;4;100287,5;33671,08;61411,82;100287,5;72390,65
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;5;100287,5;40307,33;66031,51;100287,5;74419,84
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;6;100287,5;46034,41;70424,53;100287,5;75357,28
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;7;100287,5;47225,77;71157,24;100287,5;75559,94
Skarpsill;SPR;ALL;EC-EARTH;rcp45;2025;8;100287,5;57756,72;80299,22;100287,5;76835,71
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2025;1;100287,5;61742,19;98369,83;100287,5;63680,96
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2025;2;100287,5;45074,11;81370,56;100279,1;63873,45
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2025;3;100287,5;33531,63;72365,55;100287,5;61514,18
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2025;4;100287,5;34730,8;75165,7;100287,5;59899,49
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2025;5;100287,5;48696,09;89704,36;100287,5;59395,26
Skarpsill;SPR;ALL;EC-EARTH;rcp85;2025;6;100287,5;53401,42;95750,32;100287,5;58011,49
