Species;FAO;Stock;Mod;RCP;Year;Month;AreaBefore;AreaAfter;AreaAfter_Temp;AreaAfter_Sal;AreaAfter_O2
Strömming;HER;her.27.25-2932;EC-EARTH;rcp45;2012;4;30024,89;7,26E+03;7,46E+03;29883,93;29893,15
Strömming;HER;her.27.28;EC-EARTH;rcp45;2012;4;4863,324;1,13E+03;1,21E+03;4785,128;4844,043
Strömming;HER;her.27.3031;EC-EARTH;rcp45;2012;4;13103,46;4,42E+01;6,45E+01;11650,02;12921,54
Strömming;HER;ALL;EC-EARTH;rcp45;2012;5;57712,54;4,71E+04;4,90E+04;55604,27;57203,9
Strömming;HER;her.27.20-24;EC-EARTH;rcp45;2012;5;17309,32;1,63E+04;1,63E+04;17309,32;17221,73
Strömming;HER;her.27.25-2932;EC-EARTH;rcp45;2012;5;30024,89;2,51E+04;2,53E+04;29860,58;29880,25
Strömming;HER;her.27.28;EC-EARTH;rcp45;2012;5;4863,324;4,44E+03;4,46E+03;4778,005;4839,984
Strömming;HER;her.27.3031;EC-EARTH;rcp45;2012;5;13103,46;8,20E+03;9,84E+03;11150,02;12825,16
Strömming;HER;ALL;EC-EARTH;rcp45;2012;6;57712,54;3,04E+04;3,14E+04;55176,22;57132,32
Strömming;HER;her.27.20-24;EC-EARTH;rcp45;2012;6;17309,32;1,05E+04;1,06E+04;17309,32;17195,15
Strömming;HER;her.27.25-2932;EC-EARTH;rcp45;2012;6;30024,89;1,56E+04;1,58E+04;29871,46;29848,78
Strömming;HER;her.27.28;EC-EARTH;rcp45;2012;6;4863,324;3,10E+03;3,10E+03;4786,146;4831,821
Strömming;HER;her.27.3031;EC-EARTH;rcp45;2012;6;13103,46;6,07E+03;6,79E+03;10718,68;12811,63
Strömming;HER;ALL;EC-EARTH;rcp45;2012;7;57712,54;2,26E+04;2,31E+04;55358,61;57007,47
Strömming;HER;her.27.20-24;EC-EARTH;rcp45;2012;7;17309,32;7,08E+03;7,21E+03;17309,32;17175,26
Strömming;HER;her.27.25-2932;EC-EARTH;rcp45;2012;7;30024,89;1,26E+04;1,27E+04;29910,8;29788,97
Strömming;HER;her.27.28;EC-EARTH;rcp45;2012;7;4863,324;2,09E+03;2,10E+03;4820,693;4811,462
Strömming;HER;her.27.3031;EC-EARTH;rcp45;2012;7;13103,46;4,43E+03;4,58E+03;10863,62;12768,37
Strömming;HER;ALL;EC-EARTH;rcp85;2012;1;57712,54;2,19E+04;2,22E+04;56156,88;57295,1
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;1;17309,32;1,32E+04;1,34E+04;17309,32;17152,36
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;1;30024,89;9,33E+03;9,41E+03;29796,66;29921,56
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;1;4863,324;2,02E+03;2,03E+03;4704,605;4839,869
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;1;13103,46;6,16E+02;6,16E+02;11776,03;12946,32
Strömming;HER;ALL;EC-EARTH;rcp85;2012;2;57712,54;1,71E+04;1,72E+04;56100,51;57396,02
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;2;17309,32;1,18E+04;1,19E+04;17309,32;17233,78
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;2;30024,89;5,82E+03;5,88E+03;29787,58;29930,36
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;2;4863,324;8,12E+02;8,15E+02;4697,452;4836,871
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;2;13103,46;2,96E+02;2,96E+02;11728,75;12957,02
Strömming;HER;ALL;EC-EARTH;rcp85;2012;3;57712,54;1,90E+04;1,90E+04;56189,69;57469,85
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;3;17309,32;1,43E+04;1,44E+04;17309,32;17280,48
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;3;30024,89;5,06E+03;5,10E+03;29809,79;29965,69
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;3;4863,324;5,72E+02;5,72E+02;4714,848;4842,011
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;3;13103,46;1,97E+02;1,97E+02;11795,71;12948,81
Strömming;HER;ALL;EC-EARTH;rcp85;2012;4;57712,54;3,70E+04;3,72E+04;56020,34;57463,83
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;4;17309,32;1,73E+04;1,73E+04;17309,32;17273,78
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;4;30024,89;2,02E+04;2,03E+04;29840,59;29967,44
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;4;4863,324;3,83E+03;3,94E+03;4749,502;4835,92
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;4;13103,46;1,53E+03;1,53E+03;11595,56;12947,74
Strömming;HER;ALL;EC-EARTH;rcp85;2012;5;57712,54;4,79E+04;4,98E+04;55788,5;57327,08
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;5;17309,32;1,44E+04;1,44E+04;17309,32;17272,69
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;5;30024,89;2,64E+04;2,66E+04;29885,26;29923,84
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;5;4863,324;4,62E+03;4,66E+03;4792,245;4849,119
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;5;13103,46;9,65E+03;1,13E+04;11319,05;12855,69
Strömming;HER;ALL;EC-EARTH;rcp85;2012;6;57712,54;2,67E+04;2,70E+04;55576,6;57163,11
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;6;17309,32;7,92E+03;7,95E+03;17309,32;17281,59
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;6;30024,89;1,45E+04;1,47E+04;29960,2;29863,07
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;6;4863,324;2,91E+03;2,91E+03;4863,324;4861,295
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;6;13103,46;5,68E+03;5,71E+03;11032,21;12743,58
Strömming;HER;ALL;EC-EARTH;rcp85;2012;7;57712,54;2,20E+04;2,22E+04;56084,29;57067,03
Strömming;HER;her.27.20-24;EC-EARTH;rcp85;2012;7;17309,32;6,23E+03;6,25E+03;17309,32;17288,25
Strömming;HER;her.27.25-2932;EC-EARTH;rcp85;2012;7;30024,89;1,22E+04;1,24E+04;29960,2;29735,24
Strömming;HER;her.27.28;EC-EARTH;rcp85;2012;7;4863,324;2,20E+03;2,20E+03;4863,324;4829,839
Strömming;HER;her.27.3031;EC-EARTH;rcp85;2012;7;13103,46;4,46E+03;4,47E+03;11539,9;12768,68
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;1;57712,54;1,84E+04;1,86E+04;54432,49;57267,98
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;1;17309,32;1,03E+04;1,05E+04;17309,32;17108,85
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;1;30024,89;7,92E+03;7,94E+03;29670,67;29980,45
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;1;4863,324;1,53E+03;1,53E+03;4688,431;4840,999
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;1;13103,46;8,85E+02;8,85E+02;10177,63;12903,82
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;2;57712,54;7,74E+03;7,94E+03;54564,5;57319,93
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;2;17309,32;3,61E+03;3,80E+03;17309,32;17117,39
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;2;30024,89;3,92E+03;3,93E+03;29697,72;30000,14
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;2;4863,324;9,92E+01;9,92E+01;4695,476;4849,118
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;2;13103,46;2,92E+02;2,92E+02;10282,58;12927,53
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;3;57712,54;1,38E+04;1,39E+04;54549,14;57327,77
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;3;17309,32;1,04E+04;1,05E+04;17309,32;17175,12
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;3;30024,89;3,46E+03;3,47E+03;29659,31;29988,26
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;3;4863,324;2,27E+01;2,27E+01;4641,382;4842,013
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;3;13103,46;6,53E+01;6,53E+01;10305,64;12889,53
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;4;57712,54;3,99E+04;4,05E+04;54157,54;57281,26
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;4;17309,32;1,72E+04;1,73E+04;17309,32;17200,62
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;4;30024,89;2,34E+04;2,38E+04;29525,63;29980,11
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;4;4863,324;3,78E+03;4,08E+03;4556,84;4833,887
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;4;13103,46;1,34E+03;1,35E+03;10047,72;12825,67
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;5;57712,54;4,97E+04;5,31E+04;53988,18;57297,82
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;5;17309,32;1,63E+04;1,64E+04;17309,32;17224,98
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;5;30024,89;2,75E+04;2,77E+04;29595,69;29988,18
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;5;4863,324;4,49E+03;4,59E+03;4622,133;4842,014
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;5;13103,46;8,53E+03;1,16E+04;9808,301;12809,79
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;6;57712,54;2,93E+04;3,02E+04;54520,74;57180,46
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;6;17309,32;8,85E+03;8,95E+03;17309,32;17212,71
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;6;30024,89;1,65E+04;1,65E+04;29869,97;29966,08
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;6;4863,324;3,20E+03;3,20E+03;4791,225;4848,104
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;6;13103,46;5,76E+03;6,56E+03;10066,58;12726,8
Strömming;HER;ALL;IPSL-CM5A-MR;rcp45;2012;7;57712,54;2,17E+04;2,20E+04;54623,69;57105,91
Strömming;HER;her.27.20-24;IPSL-CM5A-MR;rcp45;2012;7;17309,32;7,01E+03;7,12E+03;17309,32;17202,55
Strömming;HER;her.27.25-2932;IPSL-CM5A-MR;rcp45;2012;7;30024,89;1,21E+04;1,21E+04;29943,85;29909,26
Strömming;HER;her.27.28;IPSL-CM5A-MR;rcp45;2012;7;4863,324;2,17E+03;2,17E+03;4863,324;4847,053
Strömming;HER;her.27.3031;IPSL-CM5A-MR;rcp45;2012;7;13103,46;3,95E+03;4,14E+03;10095,66;12719,24
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;1;57712,54;1,77E+04;1,82E+04;55602,83;57015,72
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;1;17309,32;1,13E+04;1,16E+04;17309,32;17047,87
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;1;30024,89;6,79E+03;7,00E+03;29873,81;29780,49
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;1;4863,324;1,01E+03;1,02E+03;4775,971;4844,944
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;1;13103,46;2,74E+02;2,74E+02;11144,82;12912,49
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;2;57712,54;1,29E+04;1,33E+04;55754,85;57195,73
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;2;17309,32;9,67E+03;9,79E+03;17309,32;17190,36
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;2;30024,89;3,59E+03;3,82E+03;29861,06;29777,7
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;2;4863,324;2,12E+02;2,18E+02;4771,895;4850,018
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;2;13103,46;1,58E+02;1,58E+02;11309,61;12952,81
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;3;57712,54;9,94E+03;1,01E+04;55867,55;57357,91
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;3;17309,32;8,05E+03;8,08E+03;17309,32;17275,42
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;3;30024,89;2,16E+03;2,33E+03;29872,74;29847,28
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;3;4863,324;7,39E+01;7,39E+01;4773,934;4857,235
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;3;13103,46;4,24E+01;4,24E+01;11410,62;12960,34
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;4;57712,54;2,54E+04;2,58E+04;55766,53;57195,36
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;4;17309,32;1,72E+04;1,72E+04;17309,32;17264,27
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;4;30024,89;9,39E+03;9,75E+03;29875,91;29725,83
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;4;4863,324;1,29E+03;1,37E+03;4779,024;4843,028
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;4;13103,46;9,80E+00;9,80E+00;11306,43;12930,4
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;5;57712,54;4,77E+04;5,01E+04;55589,86;57147,26
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;5;17309,32;1,46E+04;1,47E+04;17309,32;17256,16
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;5;30024,89;2,65E+04;2,69E+04;29879,27;29731,09
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;5;4863,324;4,49E+03;4,55E+03;4788,179;4853,108
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;5;13103,46;9,17E+03;1,11E+04;11126,4;12885,14
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;6;57712,54;2,76E+04;2,81E+04;55650,68;56891,73
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;6;17309,32;8,45E+03;8,50E+03;17309,32;17251,63
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;6;30024,89;1,48E+04;1,53E+04;29953,45;29574,92
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;6;4863,324;2,93E+03;2,93E+03;4863,324;4844,992
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;6;13103,46;6,09E+03;6,11E+03;11113,04;12790,31
Strömming;HER;ALL;HadGEM2-ES;rcp45;2012;7;57712,54;2,14E+04;2,19E+04;55492,43;56767,45
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp45;2012;7;17309,32;7,41E+03;7,48E+03;17309,32;17238
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp45;2012;7;30024,89;1,22E+04;1,27E+04;29950,56;29506,01
Strömming;HER;her.27.28;HadGEM2-ES;rcp45;2012;7;4863,324;2,13E+03;2,13E+03;4863,324;4815,533
Strömming;HER;her.27.3031;HadGEM2-ES;rcp45;2012;7;13103,46;3,12E+03;3,12E+03;10957,69;12748,58
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;1;57712,54;2,83E+04;2,87E+04;55307,86;57125,15
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;1;17309,32;1,67E+04;1,69E+04;17309,32;17148,3
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;1;30024,89;1,25E+04;1,27E+04;29798,61;29756,19
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;1;4863,324;2,35E+03;2,36E+03;4703,641;4827,53
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;1;13103,46;3,69E+02;3,69E+02;10923,16;12945,8
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;2;57712,54;9,11E+03;9,34E+03;55659,6;57356,57
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;2;17309,32;5,65E+03;5,72E+03;17309,32;17234,27
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;2;30024,89;3,73E+03;3,89E+03;29784,32;29844,8
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;2;4863,324;4,49E+02;4,54E+02;4689,384;4846,977
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;2;13103,46;8,56E+01;8,56E+01;11291,09;13002,63
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;3;57712,54;8,89E+03;9,09E+03;56211,7;57365,2
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;3;17309,32;6,62E+03;6,68E+03;17309,32;17258,28
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;3;30024,89;2,49E+03;2,63E+03;29822,83;29864,52
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;3;4863,324;1,66E+02;1,67E+02;4724,028;4853,154
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;3;13103,46;3,28E+01;3,28E+01;11804,67;12967,54
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;4;57712,54;2,67E+04;2,71E+04;56238,98;57241,65
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;4;17309,32;1,72E+04;1,72E+04;17309,32;17260,53
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;4;30024,89;1,06E+04;1,09E+04;29882,97;29723,43
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;4;4863,324;2,15E+03;2,23E+03;4785,129;4847,088
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;4;13103,46;1,01E+02;1,01E+02;11771,81;12982,83
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;5;57712,54;4,75E+04;4,96E+04;55798,91;57104,29
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;5;17309,32;1,56E+04;1,56E+04;17309,32;17259,38
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;5;30024,89;2,54E+04;2,58E+04;29879,17;29701,16
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;5;4863,324;4,33E+03;4,41E+03;4786,146;4844,02
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;5;13103,46;9,11E+03;1,07E+04;11335,56;12868,88
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;6;57712,54;2,71E+04;2,78E+04;55347,67;56972,32
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;6;17309,32;9,15E+03;9,20E+03;17309,32;17256,26
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;6;30024,89;1,39E+04;1,42E+04;29878,26;29672,73
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;6;4863,324;2,80E+03;2,80E+03;4787,164;4828,731
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;6;13103,46;5,68E+03;6,06E+03;10885,22;12768,45
Strömming;HER;ALL;HadGEM2-ES;rcp85;2012;7;57712,54;1,92E+04;1,96E+04;55329,49;56963,16
Strömming;HER;her.27.20-24;HadGEM2-ES;rcp85;2012;7;17309,32;6,64E+03;6,64E+03;17309,32;17306
Strömming;HER;her.27.25-2932;HadGEM2-ES;rcp85;2012;7;30024,89;9,24E+03;9,49E+03;29897,39;29647,44
Strömming;HER;her.27.28;HadGEM2-ES;rcp85;2012;7;4863,324;1,50E+03;1,51E+03;4802,416;4818,575
Strömming;HER;her.27.3031;HadGEM2-ES;rcp85;2012;7;13103,46;4,67E+03;4,82E+03;10847,92;12734,86
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;1;57712,54;4,50E+04;4,56E+04;110068,8;116730
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;1;17309,32;2,50E+04;2,53E+04;35353,23;33411,57
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;1;30024,89;2,11E+04;2,14E+04;60017,03;62459,34
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;1;4863,324;4,26E+03;4,26E+03;9502,351;9963,773
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;1;13103,46;8,94E+02;8,94E+02;20361,9;26784,27
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;2;57712,54;1,83E+04;1,86E+04;55410,99;57179,3
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;2;17309,32;1,11E+04;1,12E+04;17309,32;17172,24
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;2;30024,89;7,55E+03;7,75E+03;29857,2;29791,09
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;2;4863,324;1,24E+03;1,25E+03;4772,917;4841,923
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;2;13103,46;3,11E+02;3,11E+02;10969,61;12941,11
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;3;57712,54;2,63E+04;2,66E+04;55554,42;57156,2
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;3;17309,32;1,71E+04;1,73E+04;17309,32;17118,37
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;3;30024,89;1,02E+04;1,04E+04;29816,1;29840,59
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;3;4863,324;1,75E+03;1,75E+03;4725,042;4838,878
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;3;13103,46;1,43E+02;1,43E+02;11154,13;12922,36
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;4;57712,54;4,12E+04;4,17E+04;55570,42;57190,01
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;4;17309,32;1,72E+04;1,73E+04;17309,32;17157,7
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;4;30024,89;2,47E+04;2,50E+04;29839,67;29820,07
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;4;4863,324;4,27E+03;4,38E+03;4749,502;4831,857
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;4;13103,46;1,48E+03;1,48E+03;11146,57;12937,37
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;5;57712,54;5,13E+04;5,39E+04;55330,61;57090,88
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;5;17309,32;1,58E+04;1,60E+04;17309,32;17169,92
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;5;30024,89;2,86E+04;2,89E+04;29831,9;29751,37
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;5;4863,324;4,65E+03;4,71E+03;4748,483;4825,75
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;5;13103,46;9,56E+03;1,17E+04;10914,53;12894,72
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;6;57712,54;2,95E+04;3,02E+04;55520,11;56944,77
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;6;17309,32;7,77E+03;7,96E+03;17309,32;17116,89
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;6;30024,89;1,63E+04;1,66E+04;29834,42;29731,48
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;6;4863,324;2,91E+03;2,91E+03;4760,703;4812,476
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;6;13103,46;7,18E+03;7,39E+03;11099,61;12821,54
Strömming;HER;ALL;MPI-ESM-LR;rcp45;2013;7;57712,54;2,06E+04;2,12E+04;55506,97;56785,99
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp45;2013;7;17309,32;5,88E+03;6,06E+03;17309,32;17132,07
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp45;2013;7;30024,89;1,16E+04;1,20E+04;29927,85;29608,65
Strömming;HER;her.27.28;MPI-ESM-LR;rcp45;2013;7;4863,324;2,04E+03;2,05E+03;4854,191;4831,773
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp45;2013;7;13103,46;4,41E+03;4,43E+03;10994,93;12770,4
Strömming;HER;ALL;MPI-ESM-LR;rcp85;2013;1;57712,54;2,29E+04;2,34E+04;55089,62;56995,12
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp85;2013;1;17309,32;1,19E+04;1,21E+04;17309,32;17119,24
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp85;2013;1;30024,89;1,08E+04;1,11E+04;29882,97;29667,06
Strömming;HER;her.27.28;MPI-ESM-LR;rcp85;2013;1;4863,324;1,84E+03;1,84E+03;4785,129;4842,014
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp85;2013;1;13103,46;1,14E+03;1,14E+03;10622,46;12933,94
Strömming;HER;ALL;MPI-ESM-LR;rcp85;2013;2;57712,54;1,78E+04;1,83E+04;55310,99;57077,17
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp85;2013;2;17309,32;9,70E+03;9,91E+03;17309,32;17094,11
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp85;2013;2;30024,89;8,32E+03;8,58E+03;29867,29;29749,95
Strömming;HER;her.27.28;MPI-ESM-LR;rcp85;2013;2;4863,324;1,22E+03;1,22E+03;4780,04;4843,953
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp85;2013;2;13103,46;6,13E+02;6,13E+02;10857,61;12958,24
Strömming;HER;ALL;MPI-ESM-LR;rcp85;2013;3;57712,54;2,24E+04;2,28E+04;55169,01;57171,9
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp85;2013;3;17309,32;1,66E+04;1,67E+04;17309,32;17182,67
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp85;2013;3;30024,89;6,67E+03;6,90E+03;29842,37;29767,48
Strömming;HER;her.27.28;MPI-ESM-LR;rcp85;2013;3;4863,324;8,46E+02;8,50E+02;4747,453;4842,938
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp85;2013;3;13103,46;3,87E+02;3,87E+02;10742,46;12946,89
Strömming;HER;ALL;MPI-ESM-LR;rcp85;2013;4;57712,54;4,03E+04;4,08E+04;54808,64;57137,8
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp85;2013;4;17309,32;1,72E+04;1,73E+04;17309,32;17228,47
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp85;2013;4;30024,89;2,31E+04;2,35E+04;29830,28;29713,87
Strömming;HER;her.27.28;MPI-ESM-LR;rcp85;2013;4;4863,324;3,89E+03;4,02E+03;4737,27;4840,996
Strömming;HER;her.27.3031;MPI-ESM-LR;rcp85;2013;4;13103,46;2,07E+03;2,08E+03;10394,17;12920,59
Strömming;HER;ALL;MPI-ESM-LR;rcp85;2013;5;57712,54;4,79E+04;5,11E+04;54621,86;57037,36
Strömming;HER;her.27.20-24;MPI-ESM-LR;rcp85;2013;5;17309,32;1,38E+04;1,38E+04;17309,32;17239,28
Strömming;HER;her.27.25-2932;MPI-ESM-LR;rcp85;2013;5;30024,89;2,74E+04;2,78E+04;29872,86;29682,16
Strömming;HER;her.27.28;MPI-ESM-LR;rcp85;2013;5;4863,324;4,62E+03;4,66E+03;4775,967;4851,147
